Delivery Day,Hours,"Prices
(EUR/MWh)",datetime
9/13/2021,H5,73.7,2021-09-13 05:00:00
9/13/2021,H6,82.0,2021-09-13 06:00:00
9/13/2021,H7,87.46,2021-09-13 07:00:00
9/13/2021,H8,79.55,2021-09-13 08:00:00
9/13/2021,H9,75.8,2021-09-13 09:00:00
9/13/2021,H10,70.07,2021-09-13 10:00:00
9/13/2021,H11,67.01,2021-09-13 11:00:00
9/13/2021,H12,65.6,2021-09-13 12:00:00
9/13/2021,H13,62.31,2021-09-13 13:00:00
9/13/2021,H14,63.98,2021-09-13 14:00:00
9/13/2021,H15,63.97,2021-09-13 15:00:00
9/13/2021,H16,70.82,2021-09-13 16:00:00
9/13/2021,H17,76.29,2021-09-13 17:00:00
9/13/2021,H18,86.42,2021-09-13 18:00:00
9/13/2021,H19,89.44,2021-09-13 19:00:00
9/13/2021,H20,79.99,2021-09-13 20:00:00
9/13/2021,H21,73.96,2021-09-13 21:00:00
9/13/2021,H22,66.76,2021-09-13 22:00:00
9/13/2021,H23,46.55,2021-09-13 23:00:00
9/13/2021,H24,44.68,2021-09-13 00:00:00
9/14/2021,H1,39.94,2021-09-14 01:00:00
9/14/2021,H2,40.03,2021-09-14 02:00:00
9/14/2021,H3,40.03,2021-09-14 03:00:00
9/14/2021,H4,30.0,2021-09-14 04:00:00
9/14/2021,H5,40.03,2021-09-14 05:00:00
9/14/2021,H6,54.7,2021-09-14 06:00:00
9/14/2021,H7,65.02,2021-09-14 07:00:00
9/14/2021,H8,71.7,2021-09-14 08:00:00
9/14/2021,H9,65.19,2021-09-14 09:00:00
9/14/2021,H10,74.22,2021-09-14 10:00:00
9/14/2021,H11,60.49,2021-09-14 11:00:00
9/14/2021,H12,60.1,2021-09-14 12:00:00
9/14/2021,H13,53.99,2021-09-14 13:00:00
9/14/2021,H14,52.95,2021-09-14 14:00:00
9/14/2021,H15,56.01,2021-09-14 15:00:00
9/14/2021,H16,57.1,2021-09-14 16:00:00
9/14/2021,H17,64.92,2021-09-14 17:00:00
9/14/2021,H18,60.02,2021-09-14 18:00:00
9/14/2021,H19,66.8,2021-09-14 19:00:00
9/14/2021,H20,64.91,2021-09-14 20:00:00
9/14/2021,H21,54.9,2021-09-14 21:00:00
9/14/2021,H22,40.19,2021-09-14 22:00:00
9/14/2021,H23,65.09,2021-09-14 23:00:00
9/14/2021,H24,61.22,2021-09-14 00:00:00
9/15/2021,H1,66.8,2021-09-15 01:00:00
9/15/2021,H2,65.68,2021-09-15 02:00:00
9/15/2021,H3,64.84,2021-09-15 03:00:00
9/15/2021,H4,67.67,2021-09-15 04:00:00
9/15/2021,H5,83.08,2021-09-15 05:00:00
9/15/2021,H6,93.76,2021-09-15 06:00:00
9/15/2021,H7,96.0,2021-09-15 07:00:00
9/15/2021,H8,93.65,2021-09-15 08:00:00
9/15/2021,H9,90.97,2021-09-15 09:00:00
9/15/2021,H10,90.1,2021-09-15 10:00:00
9/15/2021,H11,88.48,2021-09-15 11:00:00
9/15/2021,H12,86.29,2021-09-15 12:00:00
9/15/2021,H13,85.49,2021-09-15 13:00:00
9/15/2021,H14,86.07,2021-09-15 14:00:00
9/15/2021,H15,88.06,2021-09-15 15:00:00
9/15/2021,H16,90.62,2021-09-15 16:00:00
9/15/2021,H17,97.59,2021-09-15 17:00:00
9/15/2021,H18,100.46,2021-09-15 18:00:00
9/15/2021,H19,107.61,2021-09-15 19:00:00
9/15/2021,H20,105.88,2021-09-15 20:00:00
9/15/2021,H21,94.52,2021-09-15 21:00:00
9/15/2021,H22,82.94,2021-09-15 22:00:00
9/15/2021,H23,37.99,2021-09-15 23:00:00
9/15/2021,H24,34.1,2021-09-15 00:00:00
9/16/2021,H1,75.99,2021-09-16 01:00:00
9/16/2021,H2,75.01,2021-09-16 02:00:00
9/16/2021,H3,74.12,2021-09-16 03:00:00
9/16/2021,H4,78.1,2021-09-16 04:00:00
9/16/2021,H5,95.06,2021-09-16 05:00:00
9/16/2021,H6,103.77,2021-09-16 06:00:00
9/16/2021,H7,105.25,2021-09-16 07:00:00
9/16/2021,H8,96.92,2021-09-16 08:00:00
9/16/2021,H9,88.08,2021-09-16 09:00:00
9/16/2021,H10,85.37,2021-09-16 10:00:00
9/16/2021,H11,85.67,2021-09-16 11:00:00
9/16/2021,H12,78.59,2021-09-16 12:00:00
9/16/2021,H13,82.7,2021-09-16 13:00:00
9/16/2021,H14,81.64,2021-09-16 14:00:00
9/16/2021,H15,79.92,2021-09-16 15:00:00
9/16/2021,H16,87.98,2021-09-16 16:00:00
9/16/2021,H17,95.96,2021-09-16 17:00:00
9/16/2021,H18,102.0,2021-09-16 18:00:00
9/16/2021,H19,105.0,2021-09-16 19:00:00
9/16/2021,H20,102.03,2021-09-16 20:00:00
9/16/2021,H21,97.06,2021-09-16 21:00:00
9/16/2021,H22,83.94,2021-09-16 22:00:00
9/16/2021,H23,74.03,2021-09-16 23:00:00
9/16/2021,H24,68.38,2021-09-16 00:00:00
9/17/2021,H1,77.83,2021-09-17 01:00:00
9/17/2021,H2,77.83,2021-09-17 02:00:00
9/17/2021,H3,70.05,2021-09-17 03:00:00
9/17/2021,H4,67.34,2021-09-17 04:00:00
9/17/2021,H5,67.9,2021-09-17 05:00:00
9/17/2021,H6,77.83,2021-09-17 06:00:00
9/17/2021,H7,80.03,2021-09-17 07:00:00
9/17/2021,H8,77.83,2021-09-17 08:00:00
9/17/2021,H9,76.16,2021-09-17 09:00:00
9/17/2021,H10,77.31,2021-09-17 10:00:00
9/17/2021,H11,77.03,2021-09-17 11:00:00
9/17/2021,H12,77.83,2021-09-17 12:00:00
9/17/2021,H13,80.03,2021-09-17 13:00:00
9/17/2021,H14,80.1,2021-09-17 14:00:00
9/17/2021,H15,96.21,2021-09-17 15:00:00
9/17/2021,H16,97.94,2021-09-17 16:00:00
9/17/2021,H17,97.79,2021-09-17 17:00:00
9/17/2021,H18,116.3,2021-09-17 18:00:00
9/17/2021,H19,139.26,2021-09-17 19:00:00
9/17/2021,H20,129.98,2021-09-17 20:00:00
9/17/2021,H21,121.99,2021-09-17 21:00:00
9/17/2021,H22,95.52,2021-09-17 22:00:00
9/17/2021,H23,83.01,2021-09-17 23:00:00
9/17/2021,H24,77.36,2021-09-17 00:00:00
9/18/2021,H1,97.25,2021-09-18 01:00:00
9/18/2021,H2,94.6,2021-09-18 02:00:00
9/18/2021,H3,100.04,2021-09-18 03:00:00
9/18/2021,H4,119.09,2021-09-18 04:00:00
9/18/2021,H5,173.94,2021-09-18 05:00:00
9/18/2021,H6,200.0,2021-09-18 06:00:00
9/18/2021,H7,213.81,2021-09-18 07:00:00
9/18/2021,H8,185.26,2021-09-18 08:00:00
9/18/2021,H9,170.15,2021-09-18 09:00:00
9/18/2021,H10,159.93,2021-09-18 10:00:00
9/18/2021,H11,151.0,2021-09-18 11:00:00
9/18/2021,H12,139.69,2021-09-18 12:00:00
9/18/2021,H13,132.32,2021-09-18 13:00:00
9/18/2021,H14,132.33,2021-09-18 14:00:00
9/18/2021,H15,139.97,2021-09-18 15:00:00
9/18/2021,H16,165.9,2021-09-18 16:00:00
9/18/2021,H17,183.79,2021-09-18 17:00:00
9/18/2021,H18,199.78,2021-09-18 18:00:00
9/18/2021,H19,179.95,2021-09-18 19:00:00
9/18/2021,H20,157.65,2021-09-18 20:00:00
9/18/2021,H21,119.92,2021-09-18 21:00:00
9/18/2021,H22,90.01,2021-09-18 22:00:00
9/18/2021,H23,95.08,2021-09-18 23:00:00
9/18/2021,H24,78.9,2021-09-18 00:00:00
9/19/2021,H1,177.0,2021-09-19 01:00:00
9/19/2021,H2,156.03,2021-09-19 02:00:00
9/19/2021,H3,168.92,2021-09-19 03:00:00
9/19/2021,H4,198.93,2021-09-19 04:00:00
9/19/2021,H5,213.86,2021-09-19 05:00:00
9/19/2021,H6,272.51,2021-09-19 06:00:00
9/19/2021,H7,272.57,2021-09-19 07:00:00
9/19/2021,H8,299.06,2021-09-19 08:00:00
9/19/2021,H9,252.86,2021-09-19 09:00:00
9/19/2021,H10,223.95,2021-09-19 10:00:00
9/19/2021,H11,216.23,2021-09-19 11:00:00
9/19/2021,H12,207.64,2021-09-19 12:00:00
9/19/2021,H13,217.37,2021-09-19 13:00:00
9/19/2021,H14,232.44,2021-09-19 14:00:00
9/19/2021,H15,250.62,2021-09-19 15:00:00
9/19/2021,H16,282.65,2021-09-19 16:00:00
9/19/2021,H17,310.48,2021-09-19 17:00:00
9/19/2021,H18,310.01,2021-09-19 18:00:00
9/19/2021,H19,251.84,2021-09-19 19:00:00
9/19/2021,H20,202.43,2021-09-19 20:00:00
9/19/2021,H21,234.74,2021-09-19 21:00:00
9/19/2021,H22,183.18,2021-09-19 22:00:00
9/19/2021,H23,105.21,2021-09-19 23:00:00
9/19/2021,H24,100.98,2021-09-19 00:00:00
9/20/2021,H1,186.31,2021-09-20 01:00:00
9/20/2021,H2,175.11,2021-09-20 02:00:00
9/20/2021,H3,179.39,2021-09-20 03:00:00
9/20/2021,H4,202.7,2021-09-20 04:00:00
9/20/2021,H5,255.65,2021-09-20 05:00:00
9/20/2021,H6,289.56,2021-09-20 06:00:00
9/20/2021,H7,300.05,2021-09-20 07:00:00
9/20/2021,H8,298.22,2021-09-20 08:00:00
9/20/2021,H9,289.62,2021-09-20 09:00:00
9/20/2021,H10,299.45,2021-09-20 10:00:00
9/20/2021,H11,295.21,2021-09-20 11:00:00
9/20/2021,H12,293.93,2021-09-20 12:00:00
9/20/2021,H13,298.46,2021-09-20 13:00:00
9/20/2021,H14,300.0,2021-09-20 14:00:00
9/20/2021,H15,306.78,2021-09-20 15:00:00
9/20/2021,H16,318.87,2021-09-20 16:00:00
9/20/2021,H17,304.62,2021-09-20 17:00:00
9/20/2021,H18,297.25,2021-09-20 18:00:00
9/20/2021,H19,277.65,2021-09-20 19:00:00
9/20/2021,H20,240.72,2021-09-20 20:00:00
9/20/2021,H21,228.85,2021-09-20 21:00:00
9/20/2021,H22,209.24,2021-09-20 22:00:00
9/20/2021,H23,175.24,2021-09-20 23:00:00
9/20/2021,H24,184.65,2021-09-20 00:00:00
9/21/2021,H1,323.31,2021-09-21 01:00:00
9/21/2021,H2,296.55,2021-09-21 02:00:00
9/21/2021,H3,322.0,2021-09-21 03:00:00
9/21/2021,H4,353.49,2021-09-21 04:00:00
9/21/2021,H5,420.03,2021-09-21 05:00:00
9/21/2021,H6,506.09,2021-09-21 06:00:00
9/21/2021,H7,520.59,2021-09-21 07:00:00
9/21/2021,H8,506.93,2021-09-21 08:00:00
9/21/2021,H9,485.51,2021-09-21 09:00:00
9/21/2021,H10,429.25,2021-09-21 10:00:00
9/21/2021,H11,395.69,2021-09-21 11:00:00
9/21/2021,H12,400.54,2021-09-21 12:00:00
9/21/2021,H13,471.13,2021-09-21 13:00:00
9/21/2021,H14,499.43,2021-09-21 14:00:00
9/21/2021,H15,505.5,2021-09-21 15:00:00
9/21/2021,H16,529.2,2021-09-21 16:00:00
9/21/2021,H17,505.05,2021-09-21 17:00:00
9/21/2021,H18,457.16,2021-09-21 18:00:00
9/21/2021,H19,409.93,2021-09-21 19:00:00
9/21/2021,H20,392.76,2021-09-21 20:00:00
9/21/2021,H21,347.69,2021-09-21 21:00:00
9/21/2021,H22,302.26,2021-09-21 22:00:00
9/21/2021,H23,196.84,2021-09-21 23:00:00
9/21/2021,H24,192.87,2021-09-21 00:00:00
9/22/2021,H1,43.01,2021-09-22 01:00:00
9/22/2021,H2,41.85,2021-09-22 02:00:00
9/22/2021,H3,42.53,2021-09-22 03:00:00
9/22/2021,H4,44.0,2021-09-22 04:00:00
9/22/2021,H5,45.96,2021-09-22 05:00:00
9/22/2021,H6,49.76,2021-09-22 06:00:00
9/22/2021,H7,53.35,2021-09-22 07:00:00
9/22/2021,H8,56.74,2021-09-22 08:00:00
9/22/2021,H9,58.0,2021-09-22 09:00:00
9/22/2021,H10,58.77,2021-09-22 10:00:00
9/22/2021,H11,57.05,2021-09-22 11:00:00
9/22/2021,H12,54.69,2021-09-22 12:00:00
9/22/2021,H13,52.47,2021-09-22 13:00:00
9/22/2021,H14,53.0,2021-09-22 14:00:00
9/22/2021,H15,58.49,2021-09-22 15:00:00
9/22/2021,H16,65.46,2021-09-22 16:00:00
9/22/2021,H17,65.59,2021-09-22 17:00:00
9/22/2021,H18,61.5,2021-09-22 18:00:00
9/22/2021,H19,57.07,2021-09-22 19:00:00
9/22/2021,H20,52.25,2021-09-22 20:00:00
9/22/2021,H21,50.02,2021-09-22 21:00:00
9/22/2021,H22,46.09,2021-09-22 22:00:00
9/22/2021,H23,355.0,2021-09-22 23:00:00
9/22/2021,H24,348.19,2021-09-22 00:00:00
9/23/2021,H1,39.4,2021-09-23 01:00:00
9/23/2021,H2,38.7,2021-09-23 02:00:00
9/23/2021,H3,39.22,2021-09-23 03:00:00
9/23/2021,H4,42.5,2021-09-23 04:00:00
9/23/2021,H5,51.91,2021-09-23 05:00:00
9/23/2021,H6,58.4,2021-09-23 06:00:00
9/23/2021,H7,57.23,2021-09-23 07:00:00
9/23/2021,H8,55.31,2021-09-23 08:00:00
9/23/2021,H9,49.18,2021-09-23 09:00:00
9/23/2021,H10,47.24,2021-09-23 10:00:00
9/23/2021,H11,44.9,2021-09-23 11:00:00
9/23/2021,H12,41.51,2021-09-23 12:00:00
9/23/2021,H13,44.11,2021-09-23 13:00:00
9/23/2021,H14,46.0,2021-09-23 14:00:00
9/23/2021,H15,51.78,2021-09-23 15:00:00
9/23/2021,H16,58.3,2021-09-23 16:00:00
9/23/2021,H17,64.35,2021-09-23 17:00:00
9/23/2021,H18,61.34,2021-09-23 18:00:00
9/23/2021,H19,56.79,2021-09-23 19:00:00
9/23/2021,H20,50.91,2021-09-23 20:00:00
9/23/2021,H21,48.91,2021-09-23 21:00:00
9/23/2021,H22,43.03,2021-09-23 22:00:00
9/23/2021,H23,47.57,2021-09-23 23:00:00
9/23/2021,H24,44.27,2021-09-23 00:00:00
9/24/2021,H1,50.13,2021-09-24 01:00:00
9/24/2021,H2,48.83,2021-09-24 02:00:00
9/24/2021,H3,49.97,2021-09-24 03:00:00
9/24/2021,H4,54.31,2021-09-24 04:00:00
9/24/2021,H5,63.67,2021-09-24 05:00:00
9/24/2021,H6,73.73,2021-09-24 06:00:00
9/24/2021,H7,72.6,2021-09-24 07:00:00
9/24/2021,H8,69.1,2021-09-24 08:00:00
9/24/2021,H9,62.17,2021-09-24 09:00:00
9/24/2021,H10,60.96,2021-09-24 10:00:00
9/24/2021,H11,59.88,2021-09-24 11:00:00
9/24/2021,H12,56.9,2021-09-24 12:00:00
9/24/2021,H13,55.8,2021-09-24 13:00:00
9/24/2021,H14,56.3,2021-09-24 14:00:00
9/24/2021,H15,58.91,2021-09-24 15:00:00
9/24/2021,H16,66.0,2021-09-24 16:00:00
9/24/2021,H17,77.06,2021-09-24 17:00:00
9/24/2021,H18,84.06,2021-09-24 18:00:00
9/24/2021,H19,72.0,2021-09-24 19:00:00
9/24/2021,H20,62.35,2021-09-24 20:00:00
9/24/2021,H21,59.11,2021-09-24 21:00:00
9/24/2021,H22,52.39,2021-09-24 22:00:00
9/24/2021,H23,41.89,2021-09-24 23:00:00
9/24/2021,H24,40.65,2021-09-24 00:00:00
9/25/2021,H1,56.4,2021-09-25 01:00:00
9/25/2021,H2,56.9,2021-09-25 02:00:00
9/25/2021,H3,58.96,2021-09-25 03:00:00
9/25/2021,H4,66.0,2021-09-25 04:00:00
9/25/2021,H5,76.3,2021-09-25 05:00:00
9/25/2021,H6,83.44,2021-09-25 06:00:00
9/25/2021,H7,77.22,2021-09-25 07:00:00
9/25/2021,H8,64.94,2021-09-25 08:00:00
9/25/2021,H9,58.11,2021-09-25 09:00:00
9/25/2021,H10,59.15,2021-09-25 10:00:00
9/25/2021,H11,57.1,2021-09-25 11:00:00
9/25/2021,H12,55.58,2021-09-25 12:00:00
9/25/2021,H13,57.05,2021-09-25 13:00:00
9/25/2021,H14,56.99,2021-09-25 14:00:00
9/25/2021,H15,59.4,2021-09-25 15:00:00
9/25/2021,H16,64.1,2021-09-25 16:00:00
9/25/2021,H17,69.02,2021-09-25 17:00:00
9/25/2021,H18,82.68,2021-09-25 18:00:00
9/25/2021,H19,85.72,2021-09-25 19:00:00
9/25/2021,H20,80.82,2021-09-25 20:00:00
9/25/2021,H21,74.52,2021-09-25 21:00:00
9/25/2021,H22,66.34,2021-09-25 22:00:00
9/25/2021,H23,54.01,2021-09-25 23:00:00
9/25/2021,H24,52.2,2021-09-25 00:00:00
9/26/2021,H1,26.18,2021-09-26 01:00:00
9/26/2021,H2,29.09,2021-09-26 02:00:00
9/26/2021,H3,29.07,2021-09-26 03:00:00
9/26/2021,H4,14.08,2021-09-26 04:00:00
9/26/2021,H5,14.92,2021-09-26 05:00:00
9/26/2021,H6,21.94,2021-09-26 06:00:00
9/26/2021,H7,34.99,2021-09-26 07:00:00
9/26/2021,H8,47.01,2021-09-26 08:00:00
9/26/2021,H9,47.06,2021-09-26 09:00:00
9/26/2021,H10,47.07,2021-09-26 10:00:00
9/26/2021,H11,50.34,2021-09-26 11:00:00
9/26/2021,H12,39.78,2021-09-26 12:00:00
9/26/2021,H13,30.0,2021-09-26 13:00:00
9/26/2021,H14,29.49,2021-09-26 14:00:00
9/26/2021,H15,36.33,2021-09-26 15:00:00
9/26/2021,H16,34.81,2021-09-26 16:00:00
9/26/2021,H17,40.93,2021-09-26 17:00:00
9/26/2021,H18,58.52,2021-09-26 18:00:00
9/26/2021,H19,66.57,2021-09-26 19:00:00
9/26/2021,H20,68.28,2021-09-26 20:00:00
9/26/2021,H21,61.81,2021-09-26 21:00:00
9/26/2021,H22,49.02,2021-09-26 22:00:00
9/26/2021,H23,61.69,2021-09-26 23:00:00
9/26/2021,H24,57.61,2021-09-26 00:00:00
9/27/2021,H1,70.29,2021-09-27 01:00:00
9/27/2021,H2,70.09,2021-09-27 02:00:00
9/27/2021,H3,71.18,2021-09-27 03:00:00
9/27/2021,H4,75.01,2021-09-27 04:00:00
9/27/2021,H5,87.85,2021-09-27 05:00:00
9/27/2021,H6,109.93,2021-09-27 06:00:00
9/27/2021,H7,120.0,2021-09-27 07:00:00
9/27/2021,H8,103.93,2021-09-27 08:00:00
9/27/2021,H9,93.94,2021-09-27 09:00:00
9/27/2021,H10,99.64,2021-09-27 10:00:00
9/27/2021,H11,109.29,2021-09-27 11:00:00
9/27/2021,H12,103.96,2021-09-27 12:00:00
9/27/2021,H13,104.99,2021-09-27 13:00:00
9/27/2021,H14,111.55,2021-09-27 14:00:00
9/27/2021,H15,119.59,2021-09-27 15:00:00
9/27/2021,H16,124.46,2021-09-27 16:00:00
9/27/2021,H17,106.44,2021-09-27 17:00:00
9/27/2021,H18,139.72,2021-09-27 18:00:00
9/27/2021,H19,133.38,2021-09-27 19:00:00
9/27/2021,H20,132.59,2021-09-27 20:00:00
9/27/2021,H21,113.1,2021-09-27 21:00:00
9/27/2021,H22,100.57,2021-09-27 22:00:00
9/27/2021,H23,39.77,2021-09-27 23:00:00
9/27/2021,H24,31.37,2021-09-27 00:00:00
9/28/2021,H1,76.49,2021-09-28 01:00:00
9/28/2021,H2,75.1,2021-09-28 02:00:00
9/28/2021,H3,76.6,2021-09-28 03:00:00
9/28/2021,H4,82.92,2021-09-28 04:00:00
9/28/2021,H5,94.36,2021-09-28 05:00:00
9/28/2021,H6,105.63,2021-09-28 06:00:00
9/28/2021,H7,106.91,2021-09-28 07:00:00
9/28/2021,H8,98.06,2021-09-28 08:00:00
9/28/2021,H9,93.01,2021-09-28 09:00:00
9/28/2021,H10,89.95,2021-09-28 10:00:00
9/28/2021,H11,88.09,2021-09-28 11:00:00
9/28/2021,H12,86.37,2021-09-28 12:00:00
9/28/2021,H13,85.39,2021-09-28 13:00:00
9/28/2021,H14,87.25,2021-09-28 14:00:00
9/28/2021,H15,90.81,2021-09-28 15:00:00
9/28/2021,H16,85.45,2021-09-28 16:00:00
9/28/2021,H17,93.55,2021-09-28 17:00:00
9/28/2021,H18,103.42,2021-09-28 18:00:00
9/28/2021,H19,106.01,2021-09-28 19:00:00
9/28/2021,H20,99.72,2021-09-28 20:00:00
9/28/2021,H21,95.15,2021-09-28 21:00:00
9/28/2021,H22,89.92,2021-09-28 22:00:00
9/28/2021,H23,74.39,2021-09-28 23:00:00
9/28/2021,H24,72.53,2021-09-28 00:00:00
9/29/2021,H1,75.7,2021-09-29 01:00:00
9/29/2021,H2,73.52,2021-09-29 02:00:00
9/29/2021,H3,75.85,2021-09-29 03:00:00
9/29/2021,H4,78.44,2021-09-29 04:00:00
9/29/2021,H5,94.39,2021-09-29 05:00:00
9/29/2021,H6,111.29,2021-09-29 06:00:00
9/29/2021,H7,115.94,2021-09-29 07:00:00
9/29/2021,H8,114.18,2021-09-29 08:00:00
9/29/2021,H9,114.03,2021-09-29 09:00:00
9/29/2021,H10,125.91,2021-09-29 10:00:00
9/29/2021,H11,152.01,2021-09-29 11:00:00
9/29/2021,H12,162.15,2021-09-29 12:00:00
9/29/2021,H13,152.01,2021-09-29 13:00:00
9/29/2021,H14,154.04,2021-09-29 14:00:00
9/29/2021,H15,142.13,2021-09-29 15:00:00
9/29/2021,H16,139.95,2021-09-29 16:00:00
9/29/2021,H17,130.0,2021-09-29 17:00:00
9/29/2021,H18,137.84,2021-09-29 18:00:00
9/29/2021,H19,139.98,2021-09-29 19:00:00
9/29/2021,H20,133.02,2021-09-29 20:00:00
9/29/2021,H21,175.02,2021-09-29 21:00:00
9/29/2021,H22,123.24,2021-09-29 22:00:00
9/29/2021,H23,86.03,2021-09-29 23:00:00
9/29/2021,H24,80.1,2021-09-29 00:00:00
9/30/2021,H1,84.23,2021-09-30 01:00:00
9/30/2021,H2,75.32,2021-09-30 02:00:00
9/30/2021,H3,70.06,2021-09-30 03:00:00
9/30/2021,H4,78.91,2021-09-30 04:00:00
9/30/2021,H5,120.02,2021-09-30 05:00:00
9/30/2021,H6,161.98,2021-09-30 06:00:00
9/30/2021,H7,160.1,2021-09-30 07:00:00
9/30/2021,H8,130.0,2021-09-30 08:00:00
9/30/2021,H9,111.35,2021-09-30 09:00:00
9/30/2021,H10,130.01,2021-09-30 10:00:00
9/30/2021,H11,140.0,2021-09-30 11:00:00
9/30/2021,H12,133.21,2021-09-30 12:00:00
9/30/2021,H13,130.08,2021-09-30 13:00:00
9/30/2021,H14,158.95,2021-09-30 14:00:00
9/30/2021,H15,160.98,2021-09-30 15:00:00
9/30/2021,H16,171.15,2021-09-30 16:00:00
9/30/2021,H17,188.47,2021-09-30 17:00:00
9/30/2021,H18,239.62,2021-09-30 18:00:00
9/30/2021,H19,181.87,2021-09-30 19:00:00
9/30/2021,H20,120.01,2021-09-30 20:00:00
9/30/2021,H21,130.1,2021-09-30 21:00:00
9/30/2021,H22,110.74,2021-09-30 22:00:00
9/30/2021,H23,76.61,2021-09-30 23:00:00
9/30/2021,H24,75.93,2021-09-30 00:00:00
10/1/2021,H1,122.3,2021-10-01 01:00:00
10/1/2021,H2,127.15,2021-10-01 02:00:00
10/1/2021,H3,131.91,2021-10-01 03:00:00
10/1/2021,H4,175.0,2021-10-01 04:00:00
10/1/2021,H5,199.74,2021-10-01 05:00:00
10/1/2021,H6,231.58,2021-10-01 06:00:00
10/1/2021,H7,245.23,2021-10-01 07:00:00
10/1/2021,H8,221.93,2021-10-01 08:00:00
10/1/2021,H9,189.39,2021-10-01 09:00:00
10/1/2021,H10,175.02,2021-10-01 10:00:00
10/1/2021,H11,175.04,2021-10-01 11:00:00
10/1/2021,H12,165.19,2021-10-01 12:00:00
10/1/2021,H13,171.26,2021-10-01 13:00:00
10/1/2021,H14,190.07,2021-10-01 14:00:00
10/1/2021,H15,197.11,2021-10-01 15:00:00
10/1/2021,H16,210.99,2021-10-01 16:00:00
10/1/2021,H17,275.2,2021-10-01 17:00:00
10/1/2021,H18,283.0,2021-10-01 18:00:00
10/1/2021,H19,239.99,2021-10-01 19:00:00
10/1/2021,H20,222.36,2021-10-01 20:00:00
10/1/2021,H21,194.25,2021-10-01 21:00:00
10/1/2021,H22,165.98,2021-10-01 22:00:00
10/1/2021,H23,111.28,2021-10-01 23:00:00
10/1/2021,H24,97.05,2021-10-01 00:00:00
10/2/2021,H1,161.41,2021-10-02 01:00:00
10/2/2021,H2,158.81,2021-10-02 02:00:00
10/2/2021,H3,175.92,2021-10-02 03:00:00
10/2/2021,H4,210.84,2021-10-02 04:00:00
10/2/2021,H5,285.91,2021-10-02 05:00:00
10/2/2021,H6,322.96,2021-10-02 06:00:00
10/2/2021,H7,320.59,2021-10-02 07:00:00
10/2/2021,H8,312.84,2021-10-02 08:00:00
10/2/2021,H9,300.0,2021-10-02 09:00:00
10/2/2021,H10,299.0,2021-10-02 10:00:00
10/2/2021,H11,293.98,2021-10-02 11:00:00
10/2/2021,H12,285.96,2021-10-02 12:00:00
10/2/2021,H13,298.2,2021-10-02 13:00:00
10/2/2021,H14,306.78,2021-10-02 14:00:00
10/2/2021,H15,323.49,2021-10-02 15:00:00
10/2/2021,H16,348.96,2021-10-02 16:00:00
10/2/2021,H17,342.13,2021-10-02 17:00:00
10/2/2021,H18,330.03,2021-10-02 18:00:00
10/2/2021,H19,300.0,2021-10-02 19:00:00
10/2/2021,H20,265.14,2021-10-02 20:00:00
10/2/2021,H21,237.0,2021-10-02 21:00:00
10/2/2021,H22,210.06,2021-10-02 22:00:00
10/2/2021,H23,202.14,2021-10-02 23:00:00
10/2/2021,H24,171.24,2021-10-02 00:00:00
10/3/2021,H1,253.44,2021-10-03 01:00:00
10/3/2021,H2,236.43,2021-10-03 02:00:00
10/3/2021,H3,242.47,2021-10-03 03:00:00
10/3/2021,H4,335.13,2021-10-03 04:00:00
10/3/2021,H5,391.62,2021-10-03 05:00:00
10/3/2021,H6,446.71,2021-10-03 06:00:00
10/3/2021,H7,456.74,2021-10-03 07:00:00
10/3/2021,H8,429.94,2021-10-03 08:00:00
10/3/2021,H9,376.74,2021-10-03 09:00:00
10/3/2021,H10,380.0,2021-10-03 10:00:00
10/3/2021,H11,375.75,2021-10-03 11:00:00
10/3/2021,H12,338.9,2021-10-03 12:00:00
10/3/2021,H13,335.77,2021-10-03 13:00:00
10/3/2021,H14,409.94,2021-10-03 14:00:00
10/3/2021,H15,409.94,2021-10-03 15:00:00
10/3/2021,H16,442.49,2021-10-03 16:00:00
10/3/2021,H17,439.92,2021-10-03 17:00:00
10/3/2021,H18,409.91,2021-10-03 18:00:00
10/3/2021,H19,310.05,2021-10-03 19:00:00
10/3/2021,H20,236.43,2021-10-03 20:00:00
10/3/2021,H21,212.35,2021-10-03 21:00:00
10/3/2021,H22,162.86,2021-10-03 22:00:00
10/3/2021,H23,185.61,2021-10-03 23:00:00
10/3/2021,H24,171.7,2021-10-03 00:00:00
10/4/2021,H1,34.67,2021-10-04 01:00:00
10/4/2021,H2,34.0,2021-10-04 02:00:00
10/4/2021,H3,33.94,2021-10-04 03:00:00
10/4/2021,H4,36.07,2021-10-04 04:00:00
10/4/2021,H5,36.98,2021-10-04 05:00:00
10/4/2021,H6,40.31,2021-10-04 06:00:00
10/4/2021,H7,42.31,2021-10-04 07:00:00
10/4/2021,H8,46.16,2021-10-04 08:00:00
10/4/2021,H9,49.8,2021-10-04 09:00:00
10/4/2021,H10,52.0,2021-10-04 10:00:00
10/4/2021,H11,50.27,2021-10-04 11:00:00
10/4/2021,H12,46.25,2021-10-04 12:00:00
10/4/2021,H13,45.56,2021-10-04 13:00:00
10/4/2021,H14,47.17,2021-10-04 14:00:00
10/4/2021,H15,52.4,2021-10-04 15:00:00
10/4/2021,H16,58.75,2021-10-04 16:00:00
10/4/2021,H17,61.86,2021-10-04 17:00:00
